DBN,schoolName,type,totalGC&SW,totalGC,totalSW,fulltime_GC,fulltime_SW,parttime_GC,parttime_SW,bilingual_GC,bilingual_SW,GC_ServeLocMoreThanOne,SW_ServeLocMoreThanOne,SY19-20Enrollment,enrollmentRatioTotal,enrollmentratio_GC,enrollmentratio_SW,ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,ADDRESS,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,City,fullAddress,gcode,latitude,longitude
08X530,Longwood Preparatory Academy,HIGH SCHOOL,2.3,2.0,0.3,2,0,0.0,0.3,1.0,0,0.0,0.3,328,141,164,328,08X530,X,2.0,X530,BANANA KELLY HIGH SCHOOL,High school,1.0,8.0,8.0,965 LONGWOOD AVENUE,NY,10459,JOSHUA LAUB,718-860-1242,718-860-1934,"09,10,11,12,SE",BRONX,"965 LONGWOOD AVENUE, NY, 10459","965 Longwood Ave, Bronx, NY 10459, USA",40.8178276,-73.8978152
08X537,Bronx Arena High School,HIGH SCHOOL,Has counseling service (outside provider),0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,195,see note in column D,see note in column D,see note in column D,08X537,X,2.0,X537,Bronx Arena High School,High school,1.0,8.0,8.0,1440 STORY AVENUE,NY,10473,Ty Cesene,718-935-3477,,"09,10,11,12",BRONX,"1440 STORY AVENUE, NY, 10473","1440 Story Ave, Bronx, NY 10473, USA",40.8210902,-73.8811252
08X583,P.S. 583,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,265,265,265,265,,,,,,,,,,,,,,,,,,"1028 WHITE PLAINS ROAD, Bronx, 10472","1028 White Plains Rd, Bronx, NY 10472, USA",40.8270195,-73.85968679999999
09X011,P.S. 011 Highbridge,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,558,558,558,558,09X011,X,2.0,X011,P.S. 011 HIGHBRIDGE,Elementary,1.0,9.0,9.0,1257 OGDEN AVENUE,NY,10452,ELIZABETH HACHAR,718-681-7553,718-681-7711,"0K,01,02,03,04,05,SE",BRONX,"1257 OGDEN AVENUE, NY, 10452","1257 Ogden Ave, Bronx, NY 10452, USA",40.8397377,-73.9257866
09X022,J.H.S. 022 Jordan L. Mott,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,389,195,195,389,09X022,X,2.0,X022,J.H.S. 022 JORDAN L. MOTT,Junior High-Intermediate-Middle,1.0,9.0,9.0,270 EAST 167 STREET,NY,10456,LINDA ROSENBURY,718-681-6850,718-681-6895,"05,06,07,08,SE",BRONX,"270 EAST 167 STREET, NY, 10456","270 E 167th St, Bronx, NY 10456, USA",40.8323844,-73.9142127
09X058,P.S. 058,ELEMENTARY,2.0,2.0,0.0,2,0,0.0,0.0,1.0,0,0.0,0.0,394,197,197,394,09X058,X,2.0,X058,P.S. 058,Elementary,1.0,9.0,9.0,459 EAST 176 STREET,NY,10457,VELMA GUNN,718-583-6866,718-583-6895,"0K,01,02,03,04,05,SE",BRONX,"459 EAST 176 STREET, NY, 10457","459 E 176th St, Bronx, NY 10457, USA",40.8461805,-73.8988335
09X088,P.S. X088 - S. Silverstein Little Sparrow School,EARLY CHILDHOOD,0.2,0.2,0.0,0,0,0.2,0.0,0.0,0,0.2,0.0,123,123,123,123,09X088,X,2.0,X088,P.S. X088 - S. SILVERSTEIN LITTLE SCHOOL,Elementary,1.0,9.0,9.0,1340 SHERIDAN AVENUE,NY,10456,MELINDA HYER,718-681-6220,718-681-6224,"0K,01,02,03,SE",BRONX,"1340 SHERIDAN AVENUE, NY, 10456","1340 Sheridan Ave, Bronx, NY 10456, USA",40.8370256,-73.9135238
09X170,P.S. 170,EARLY CHILDHOOD,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,218,218,218,218,09X170,X,2.0,X170,P.S. 170,Early Childhood,1.0,9.0,9.0,1598 TOWNSEND AVENUE,NY,10452,NANCY RAMOS,718-583-0662,718-583-0685,"0K,01,02,SE",BRONX,"1598 TOWNSEND AVENUE, NY, 10452","1598 Townsend Ave, Bronx, NY 10452, USA",40.8445236,-73.9132748
09X215,Kappa,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,337,337,337,337,09X215,X,2.0,X215,KAPPA,Junior High-Intermediate-Middle,1.0,9.0,9.0,3630 THIRD AVENUE,NY,10456,SHERI WARREN,718-590-5455,718-681-4266,"05,06,07,08,SE",BRONX,"3630 THIRD AVENUE, NY, 10456","3630 3rd Ave., Bronx, NY 10456, USA",40.8338446,-73.9039243
09X227,Bronx Collegiate Academy,HIGH SCHOOL,3.0,3.0,0.0,3,0,0.0,0.0,1.0,0,0.0,0.0,350,117,117,350,09X227,X,2.0,X227,BRONX EXPEDITIONARY LEARNING HIGH SCHOOL,High school,1.0,9.0,9.0,240 EAST 172 STREET,NY,10457,D White,718-410-4077,718-293-9567,"09,10,11,12,SE",BRONX,"240 EAST 172 STREET, NY, 10457","240 E 172nd St, Bronx, NY 10457, USA",40.8397925,-73.9113057
09X231,Eagle Academy for Young Men,SECONDARY SCHOOL,3.0,3.0,0.0,3,0,0.0,0.0,1.0,0,0.0,0.0,494,165,165,494,09X231,X,2.0,X231,EAGLE ACADEMY FOR YOUNG MEN,High school,1.0,9.0,9.0,4143 THIRD AVENUE,NY,10457,JONATHAN FOY,718-410-4210,718-410-3982,"09,10,11,12,SE",BRONX,"4143 THIRD AVENUE, NY, 10457","4143 3rd Ave., Bronx, NY 10457, USA",40.845289,-73.8972161
09X241,Urban Assembly School for Applied Math and Science,SECONDARY SCHOOL,2.3,2.0,0.3,2,0,0.0,0.3,0.0,0,0.0,0.3,599,266,300,599,09X241,X,2.0,X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,Secondary School,1.0,9.0,9.0,1595 BATHGATE AVENUE,NY,10457,KENNETH BAUM,718-466-7800,718-466-7801,"06,07,08,09,10,11,12,SE",BRONX,"1595 BATHGATE AVENUE, NY, 10457","1595 Bathgate Ave, Bronx, NY 10457, USA",40.8394008,-73.9019661
09X250,Eximius College Preparatory Academy: A College Boa,HIGH SCHOOL,3.0,3.0,0.0,3,0,0.0,0.0,1.0,0,0.0,0.0,393,131,131,393,09X250,X,2.0,X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOA,Secondary School,1.0,9.0,9.0,1363 FULTON AVENUE,NY,10456,TAMMY SMITH,718-992-7154,718-590-1081,"08,09,10,11,12,SE",BRONX,"1363 FULTON AVENUE, NY, 10456","1363 Fulton Ave, Bronx, NY 10456, USA",40.8339721,-73.9027472
09X260,Bronx Center for Science and Mathematics,HIGH SCHOOL,3.0,3.0,0.0,3,0,0.0,0.0,1.0,0,0.0,0.0,441,147,147,441,09X260,X,2.0,X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,High school,1.0,9.0,9.0,1363 FULTON AVENUE,NY,10456,EDWARD TOM,718-992-7089,718-590-1052,"09,10,11,12,SE",BRONX,"1363 FULTON AVENUE, NY, 10456","1363 Fulton Ave, Bronx, NY 10456, USA",40.8339721,-73.9027472
09X303,I.S. X303 Leadership & Community Service,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,315,315,315,315,09X303,X,2.0,X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,Junior High-Intermediate-Middle,1.0,9.0,9.0,1700 MACOMBS ROAD,NY,10453,PATRICIA BENTLEY,718-583-5466,718-583-2463,"06,07,08,SE",BRONX,"1700 MACOMBS ROAD, NY, 10453","1700 Macombs Rd, Bronx, NY 10453, USA",40.8494924,-73.9156962
09X311,Lucero Elementary School,ELEMENTARY,0.7,0.7,0.0,0,0,0.7,0.0,0.2,0,0.0,0.0,359,359,359,359,,,,,,,,,,,,,,,,,,"1425 WALTON AVENUE, Bronx, 10452","1425 Walton Ave, Bronx, NY 10452, USA",40.8403454,-73.91572839999999
09X339,I.S. 339,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,422,422,422,422,09X339,X,2.0,X339,I.S. 339,Junior High-Intermediate-Middle,1.0,9.0,9.0,1600 WEBSTER AVENUE,NY,10457,JASON LEVY,718-583-6767,718-583-0281,"06,07,08,SE",BRONX,"1600 WEBSTER AVENUE, NY, 10457","1600 Webster Ave, Bronx, NY 10457, USA",40.8404716,-73.9039243
09X361,The Highbridge Green School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,380,380,380,380,,,,,,,,,,,,,,,,,,"200 West 167th Street, Bronx, 10452","200 W 167th St, Bronx, NY 10452, USA",40.8380483,-73.9279911
09X365,Academy for Language and Technology,HIGH SCHOOL,2.0,2.0,0.0,2,0,0.0,0.0,1.0,0,0.0,0.0,331,166,166,331,09X365,X,2.0,X365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,High school,1.0,9.0,9.0,1700 MACOMBS ROAD,NY,10453,ARISLEYDA URENA,718-731-0219,718-731-2031,"09,10,11,12",BRONX,"1700 MACOMBS ROAD, NY, 10453","1700 Macombs Rd, Bronx, NY 10453, USA",40.8494924,-73.9156962
09X443,The Family School,ELEMENTARY,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,537,269,269,537,09X443,X,2.0,X443,THE FAMILY SCHOOL,Early Childhood,1.0,9.0,9.0,1116 SHERIDAN AVENUE,NY,10456,PAMELA LEE,718-538-3266,718-538-3364,"0K,01,02,03,SE",BRONX,"1116 SHERIDAN AVENUE, NY, 10456","1116 Sheridan Ave, Bronx, NY 10456, USA",40.8321305,-73.9175656
09X449,Grant Avenue Elementary School,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,427,427,427,427,09X449,X,2.0,X449,GRANT AVENUE ELEMENTARY SCHOOL,Early Childhood,1.0,9.0,9.0,250 EAST 164 STREET,NY,10456,KRISTIN ERAT,718-681-6288,718-681-6687,"0K,01,02,SE",BRONX,"250 EAST 164 STREET, NY, 10456","250 E 164th St, Bronx, NY 10456, USA",40.8280778,-73.91751959999999
09X543,High School for Violin and Dance,HIGH SCHOOL,3.0,3.0,0.0,3,0,0.0,0.0,1.0,0,0.0,0.0,225,75,75,225,09X543,X,2.0,X543,HIGH SCHOOL FOR VIOLIN AND DANCE,High school,1.0,9.0,9.0,1110 BOSTON ROAD,NY,10456,Franklin Sim,718-842-0687,718-589-9849,"09,10,11,12,SE",BRONX,"1110 BOSTON ROAD, NY, 10456","1110 Boston Rd, Bronx, NY 10456, USA",40.8273033,-73.9045097
09X555,Mount Eden Children's Academy,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,429,429,429,429,,,,,,,,,,,,,,,,,,"1501 JEROME AVENUE, Bronx, 10452","1501 Jerome Ave, Bronx, NY 10452, USA",40.8429988,-73.9162336
09X568,Young Women's Leadership School of the Bronx,SECONDARY SCHOOL,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,537,269,269,537,,,,,,,,,,,,,,,,,,"1865 MORRIS AVENUE, Bronx, 10453","1865 Morris Ave, Bronx, NY 10453, USA",40.8485816,-73.9087503
09X594,M.S. 594,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1.0,0.0,1,0,0.0,0.0,1.0,0,0.0,0.0,252,252,252,252,,,,,,,,,,,,,,,,,,"1000 TELLER AVENUE, Bronx, 10456","1000 Teller Ave, Bronx, NY 10456, USA",40.8279,-73.9141928
10X007,Milton Fein School,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,604,604,604,604,10X007,X,2.0,X007,P.S. 007 KINGSBRIDGE,Elementary,1.0,10.0,10.0,3201 KINGSBRIDGE AVENUE,NY,10463,Frank Patterson,718-796-8695,718-796-7204,"0K,01,02,03,04,05,SE",BRONX,"3201 KINGSBRIDGE AVENUE, NY, 10463","3201 Kingsbridge Ave, Bronx, NY 10463, USA",40.8817779,-73.9059814
10X051,The Bronx STEM and Arts Academy,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,206,206,206,206,10X051,X,2.0,X051,P.S. 051 BRONX NEW SCHOOL,Elementary,1.0,10.0,10.0,3200 JEROME AVENUE,NY,10468,PAUL SMITH,718-584-8772,718-584-8935,"0K,01,02,03,04,05,SE",BRONX,"3200 JEROME AVENUE, NY, 10468","3200 Jerome Ave, Bronx, NY 10468, USA",40.8775135,-73.8868828
10X080,J.H.S. 080 The Mosholu Parkway,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.3,2.0,0.3,2,0,0.0,0.3,0.0,0,0.0,0.3,641,285,321,641,10X080,X,2.0,X080,J.H.S. 080 THE MOSHOLU PARKWAY,Junior High-Intermediate-Middle,1.0,10.0,10.0,149 EAST MOSHOLU PARKWAY NORTH,NY,10467,Lovey Mazique-Rivera,718-405-6300,718-405-6324,"06,07,08,SE",BRONX,"149 EAST MOSHOLU PARKWAY NORTH, NY, 10467","149 E Mosholu Pkwy N, Bronx, NY 10467, USA",40.8768024,-73.8813704
10X081,P.S. 081 Robert J. Christen,ELEMENTARY,1.4,1.0,0.4,1,0,0.0,0.4,0.0,0,0.0,0.0,765,546,765,765,10X081,X,2.0,X081,P.S. 081 ROBERT J. CHRISTEN,Elementary,1.0,10.0,10.0,5550 RIVERDALE AVENUE,NY,10471,MELODIE MASHEL,718-796-8965,718-796-7242,"0K,01,02,03,04,05,SE",BRONX,"5550 RIVERDALE AVENUE, NY, 10471","5550 Riverdale Ave, Bronx, NY 10471, USA",40.9035441,-73.90481539999999
10X159,P.S. 159 Luis Munoz Marin Biling,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,194,194,194,194,10X159,X,2.0,X159,P.S. 159 LUIS MUNOZ MARIN BILING,Elementary,1.0,10.0,10.0,2315 WASHINGTON AVENUE,NY,10458,LUIS LIZ,718-584-6140,718-584-7794,"0K,01,02,03,04,05,SE",BRONX,"2315 WASHINGTON AVENUE, NY, 10458","2315 Washington Ave, Bronx, NY 10458, USA",40.8555458,-73.89322179999999
10X206,I.S. 206 Ann Mersereau,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.3,1.0,0.3,1,0,0.0,0.3,1.0,0,0.0,0.3,270,216,270,270,10X206,X,2.0,X206,I.S. 206 ANN MERSEREAU,Junior High-Intermediate-Middle,1.0,10.0,10.0,2280 AQUEDUCT AVENUE,NY,10468,DAVID NEERING,718-584-1570,718-584-7928,"05,06,07,08,SE",BRONX,"2280 AQUEDUCT AVENUE, NY, 10468","2280 Aqueduct Ave, Bronx, NY 10468, USA",40.8595656,-73.9062668
10X209,P.S. 209,EARLY CHILDHOOD,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,274,274,274,274,10X209,X,2.0,X209,P.S. 209,Early Childhood,1.0,10.0,10.0,313 EAST 183RD STREET,NY,10458,Anne Keegan,718-364-0085,718-364-9548,"PK,0K,01,02,SE",BRONX,"313 EAST 183RD STREET, NY, 10458","313 E 183rd St, Bronx, NY 10458, USA",40.8568296,-73.89735590000001
10X213,Bronx Engineering and Technology Academy,HIGH SCHOOL,3.0,3.0,0.0,3,0,0.0,0.0,0.0,0,0.0,0.0,395,132,132,395,10X213,X,2.0,X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,High school,1.0,10.0,10.0,99 TERRACE VIEW AVENUE,NY,10463,KARALYNE SPERLING,718-563-6678,718-741-5263,"09,10,11,12,SE",BRONX,"99 TERRACE VIEW AVENUE, NY, 10463","99 Terrace View Ave, Bronx, NY 10463, USA",40.8771585,-73.9126759
10X226,P.S. 226,ELEMENTARY,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,412,206,206,412,10X226,X,2.0,X226,P.S. 226,Elementary,1.0,10.0,10.0,1950 SEDGWICK AVENUE,NY,10453,GLORIA DARDEN,718-583-5560,718-583-5557,"PK,0K,01,02,03,04,SE",BRONX,"1950 SEDGWICK AVENUE, NY, 10453","1950 Sedgwick Ave, Bronx, NY 10453, USA",40.855172,-73.9162336
10X243,West Bronx Academy for the Future,SECONDARY SCHOOL,3.3,3.0,0.3,3,0,0.0,0.3,1.0,0,0.0,0.3,614,189,205,614,10X243,X,2.0,X243,WEST BRONX ACADEMY FOR THE FUTURE,Secondary School,1.0,10.0,10.0,500 EAST FORDHAM ROAD,NY,10458,WILPER MORALES,718-563-7139,718-563-7362,"06,07,08,09,10,11,12,SE",BRONX,"500 EAST FORDHAM ROAD, NY, 10458","500 E Fordham Rd, Bronx, NY 10458, USA",40.8594021,-73.88867429999999
10X244,The New School for Leadership and Journalism,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4.2,4.0,0.2,4,0,0.0,0.2,1.0,0,0.0,0.2,718,171,180,718,10X244,X,2.0,X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,Junior High-Intermediate-Middle,1.0,10.0,10.0,120 WEST 231 STREET,NY,10463,DOLORES PETERSON,718-601-2869,718-601-2867,"06,07,08,SE",BRONX,"120 WEST 231 STREET, NY, 10463","120 W 231st St, Bronx, NY 10463, USA",40.8755907,-73.9017195
10X254,I.S. 254,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.3,2.0,0.3,2,0,0.0,0.3,1.0,0,0.0,0.3,468,208,234,468,10X254,X,2.0,X254,I.S. 254,Junior High-Intermediate-Middle,1.0,10.0,10.0,2452 WASHINGTON AVENUE,NY,10458,WILFORD HEMANS,718-220-8700,718-220-4881,"06,07,08,SE",BRONX,"2452 WASHINGTON AVENUE, NY, 10458","2452 Washington Ave, Bronx, NY 10458, USA",40.8588883,-73.8898494
10X308,Bronx Dance Academy School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.3,1.0,0.3,1,0,0.0,0.3,0.0,0,0.0,0.3,261,209,261,261,10X308,X,2.0,X308,BRONX DANCE ACADEMY SCHOOL,Junior High-Intermediate-Middle,1.0,10.0,10.0,3617 BAINBRIDGE AVENUE,NY,10467,SANDRA SANCHEZ,718-515-0410,718-515-0345,"06,07,08,SE",BRONX,"3617 BAINBRIDGE AVENUE, NY, 10467","3617 Bainbridge Ave, Bronx, NY 10467, USA",40.8854146,-73.8780629
10X315,P.S. 315 Lab School,K-8,3.0,3.0,0.0,3,0,0.0,0.0,0.0,0,0.0,0.0,228,76,76,228,10X315,X,2.0,X315,P.S. 315 LAB SCHOOL,K-8,1.0,10.0,10.0,2246 JEROME AVENUE,NY,10453,Elsie Cardona-Berardinelli,718-584-7441,718-584-7433,"0K,01,02,03,04,05,06,07,08,SE",BRONX,"2246 JEROME AVENUE, NY, 10453","2246 Jerome Ave, Bronx, NY 10453, USA",40.858011,-73.9037405
10X319,Providing Urban Learners Success In Education High,HIGH SCHOOL,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,237,237,237,237,10X319,X,2.0,X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,High school,1.0,10.0,10.0,560 EAST 179 STREET,NY,10457,CAROL WIGGINS,718-294-0230,718-584-7809,"09,10,11,12,SE",BRONX,"560 EAST 179 STREET, NY, 10457","560 E 179th St, Bronx, NY 10457, USA",40.8483569,-73.8935893
10X331,The Bronx School of Young Leaders,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.3,3.0,0.3,3,0,0.0,0.3,1.0,0,0.0,0.3,441,136,147,441,10X331,X,2.0,X331,THE BRONX SCHOOL OF SCIENCE INQUIRY AND INVESTIGAT,Junior High-Intermediate-Middle,1.0,10.0,10.0,40 WEST TREMONT AVENUE,NY,10453,SERAPHA CRUZ,718-583-4146,718-583-4292,"06,07,08,SE",BRONX,"40 WEST TREMONT AVENUE, NY, 10453","40 W Tremont Ave, Bronx, NY 10453, USA",40.8513941,-73.9108139
10X342,International School for Liberal Arts,SECONDARY SCHOOL,3.0,3.0,0.0,3,0,0.0,0.0,1.0,0,0.0,0.0,508,169,169,508,10X342,X,2.0,X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,Secondary School,1.0,10.0,10.0,2780 RESERVOIR AVENUE,NY,10468,Migdalia Carrillo,718-329-8570,718-329-8572,"06,07,08,09,10,11,12,SE",BRONX,"2780 RESERVOIR AVENUE, NY, 10468","2780 Reservoir Ave, Bronx, NY 10468, USA",40.8704171,-73.8969711
10X344,Ampark Neighborhood,ELEMENTARY,1.4,1.0,0.4,1,0,0.0,0.4,0.0,0,0.0,0.0,388,277,388,388,10X344,X,2.0,X344,AMPARK NEIGHBORHOOD,Elementary,1.0,10.0,10.0,3961 HILLMAN AVENUE,NY,10463,ELIZABETH LOPEZ-TOWEY,718-548-3451,,"0K,01,02,03,04,05",BRONX,"3961 HILLMAN AVENUE, NY, 10463","3961 Hillman Ave, Bronx, NY 10463, USA",40.8830979,-73.8914763
10X360,P.S. 360,ELEMENTARY,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,389,195,195,389,10X360,X,2.0,X360,P.S. 360,Elementary,1.0,10.0,10.0,2880 KINGSBRIDGE TERRACE,NY,10463,Nancy Rodriguez-Lewis,718-548-1511,718-548-1536,"PK,0K,01,02,03,04,05,06,SE",BRONX,"2880 KINGSBRIDGE TERRACE, NY, 10463","2880 Kingsbridge Terrace, Bronx, NY 10463, USA",40.8747352,-73.90224359999999
10X368,In-Tech Academy (M.S. / High School 368),SECONDARY SCHOOL,4.0,4.0,0.0,4,0,0.0,0.0,0.0,0,0.0,0.0,1000,250,250,1000,10X368,X,2.0,X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),Secondary School,1.0,10.0,10.0,2975 TIBBETT AVENUE,NY,10463,Yvette Allen,718-432-4300,718-432-4310,"06,07,08,09,10,11,12,SE",BRONX,"2975 TIBBETT AVENUE, NY, 10463","2975 Tibbett Ave, Bronx, NY 10463, USA",40.8790763,-73.91129529999999
10X374,Knowledge and Power Preparatory Academy Internatio,HIGH SCHOOL,3.2,3.0,0.2,3,0,0.0,0.2,0.0,0,0.0,0.2,421,132,140,421,10X374,X,2.0,X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIO,High school,1.0,10.0,10.0,500 EAST FORDHAM ROAD,NY,10458,PANOREA PANAGIOSOULIS,718-933-1247,718-933-1568,"09,10,11,12,SE",BRONX,"500 EAST FORDHAM ROAD, NY, 10458","500 E Fordham Rd, Bronx, NY 10458, USA",40.8594021,-73.88867429999999
10X382,"Elementary School for Math, Science, and Technolog",ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,278,278,278,278,10X382,X,2.0,X382,"ELEMENTARY SCHOOL FOR MATH, SCIENCE, AND TECHNOLOG",Elementary,1.0,10.0,10.0,125 EAST 181 STREET,NY,10453,Avon Connell-Cowell,718-933-8061,718-933-8157,"0K,01,02,03,04,SE",BRONX,"125 EAST 181 STREET, NY, 10453","125 E 181st St, Bronx, NY 10453, USA",40.8556664,-73.90323529999999
10X386,School for Environmental Citizenship,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,578,578,578,578,10X386,X,2.0,X386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,Elementary,1.0,10.0,10.0,125 EAST 181 STREET,NY,10453,HEATHER DAWE,718-563-3292,718-563-3453,"PK,0K,01,02,03,04,SE",BRONX,"125 EAST 181 STREET, NY, 10453","125 E 181st St, Bronx, NY 10453, USA",40.8556664,-73.90323529999999
10X396,P.S. 396,ELEMENTARY,3.0,3.0,0.0,3,0,0.0,0.0,1.0,0,0.0,0.0,294,98,98,294,10X396,X,2.0,X396,P.S. 396,Elementary,1.0,10.0,10.0,1930 ANDREWS AVENUE,NY,10453,NICOLE TINE,718-294-0862,718-583-5556,"PK,0K,01,02,03,04,SE",BRONX,"1930 ANDREWS AVENUE, NY, 10453","1930 Andrews Ave S, Bronx, NY 10453, USA",40.854392,-73.9129267
10X434,Belmont Preparatory High School,HIGH SCHOOL,3.3,3.0,0.3,3,0,0.0,0.3,0.0,0,0.0,0.3,389,120,130,389,10X434,X,2.0,X434,BELMONT PREPARATORY HIGH SCHOOL,High school,1.0,10.0,10.0,500 EAST FORDHAM ROAD,NY,10458,STEPHEN JOSEPH GUMBS,718-733-4559,718-295-3655,"09,10,11,12,SE",BRONX,"500 EAST FORDHAM ROAD, NY, 10458","500 E Fordham Rd, Bronx, NY 10458, USA",40.8594021,-73.88867429999999
10X438,Fordham Leadership Academy,HIGH SCHOOL,2.2,2.0,0.2,2,0,0.0,0.2,0.0,0,0.0,0.2,373,170,187,373,10X438,X,2.0,X438,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNO,High school,1.0,10.0,10.0,500 EAST FORDHAM ROAD,NY,10458,RICHARD BOST,718-733-5024,718-295-3674,"09,10,11,12,SE",BRONX,"500 EAST FORDHAM ROAD, NY, 10458","500 E Fordham Rd, Bronx, NY 10458, USA",40.8594021,-73.88867429999999
10X439,Bronx High School for Law and Community Service,HIGH SCHOOL,4.2,4.0,0.2,4,0,0.0,0.2,1.0,0,0.0,0.2,406,97,102,406,10X439,X,2.0,X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,High school,1.0,10.0,10.0,500 EAST FORDHAM ROAD,NY,10458,Michael Barakat,718-733-5274,718-295-3631,"09,10,11,12,SE",BRONX,"500 EAST FORDHAM ROAD, NY, 10458","500 E Fordham Rd, Bronx, NY 10458, USA",40.8594021,-73.88867429999999
10X442,"Celia Cruz Bronx High School of Music, The",HIGH SCHOOL,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,441,221,221,441,10X442,X,2.0,X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",High school,1.0,10.0,10.0,2780 RESERVOIR AVENUE,NY,10468,"William Rodriguez, Ed.D.",718-329-8550,718-329-8559,"09,10,11,12",BRONX,"2780 RESERVOIR AVENUE, NY, 10468","2780 Reservoir Ave, Bronx, NY 10468, USA",40.8704171,-73.8969711
10X447,Creston Academy,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.3,2.0,0.3,2,0,0.0,0.3,0.0,0,0.0,0.3,455,202,228,455,10X447,X,2.0,X447,CRESTON ACADEMY,Elementary,1.0,10.0,10.0,125 EAST 181 STREET,NY,10453,PAMELA EDWARDS,718-367-5035,718-367-5176,"06,07,SE",BRONX,"125 EAST 181 STREET, NY, 10453","125 E 181st St, Bronx, NY 10453, USA",40.8556664,-73.90323529999999
10X477,Marble Hill High School for International Studies,HIGH SCHOOL,1.0,1.0,0.0,1,0,0.0,0.0,1.0,0,0.0,0.0,442,442,442,442,10X477,X,2.0,X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,High school,1.0,10.0,10.0,99 TERRACE VIEW AVENUE,NY,10463,KIRSTEN LARSON,718-561-0973,718-561-5612,"09,10,11,12,SE",BRONX,"99 TERRACE VIEW AVENUE, NY, 10463","99 Terrace View Ave, Bronx, NY 10463, USA",40.8771585,-73.9126759
