ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,ADDRESS,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,City,fullAddress,gcode,latitude,longitude
04M102      ,M,1,M102,P.S. 102 JACQUES CARTIER,Elementary,1,4,4,315 EAST 113 STREET,NY,10029,SANDRA GITTENS,212-860-5834,212-860-6076,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"315 EAST 113 STREET, NY, 10029","315 E 113th St, New York, NY 10029, USA",40.79492219999999,-73.9383242
02M104      ,M,1,M104,J.H.S. 104 SIMON BARUCH,Junior High-Intermediate-Middle,1,2,2,330 EAST  21 STREET,NY,10010,ROSEMARIE GAETANI,212-674-4545,212-477-2205,"06,07,08,SE",MANHATTAN,"330 EAST  21 STREET, NY, 10010","330 E 21st St, New York, NY 10010, USA",40.7358068,-73.9805744
04M108      ,M,1,M108,P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL C,K-8,1,4,4,1615 MADISON AVENUE,NY,10029,LOURDES ARROYO,212-860-5803,212-860-6095,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"1615 MADISON AVENUE, NY, 10029","1615 Madison Ave, New York, NY 10029, USA",40.7951252,-73.9478762
01M110      ,M,1,M110,P.S. 110 FLORENCE NIGHTINGALE,Elementary,1,1,1,285 DELANCY STREET,NY,10002,KAREN FEUER,212-674-2690,212-475-5835,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"285 DELANCY STREET, NY, 10002","285 Delancey St, New York, NY 10002, USA",40.7152757,-73.9798808
02M111      ,M,1,M111,P.S. 111 ADOLPH S. OCHS,K-8,1,2,2,440 WEST  53 STREET,NY,10019,IRMA MEDINA,212-582-7420,212-245-7236,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"440 WEST  53 STREET, NY, 10019","440 W 53rd St, New York, NY 10019, USA",40.7660107,-73.9897148
04M112      ,M,1,M112,P.S. 112 JOSE CELSO BARBOSA,Early Childhood,1,4,4,535 EAST 119 STREET,NY,10035,EILEEN REITER,212-860-5868,212-860-6077,"PK,0K,01,02,SE",MANHATTAN,"535 EAST 119 STREET, NY, 10035","535 E 119th St, New York, NY 10035, USA",40.7964942,-73.9300386
06M115      ,M,1,M115,P.S. 115 ALEXANDER HUMBOLDT,Elementary,1,6,6,586 WEST 177 STREET,NY,10033,ANGELA RODRIGUEZ,212-927-9233,212-795-4051,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"586 WEST 177 STREET, NY, 10033","586 W 177th St, New York, NY 10033, USA",40.8462428,-73.93502219999999
02M116      ,M,1,M116,P.S. 116 MARY LINDLEY MURRAY,Elementary,1,2,2,210 EAST  33 STREET,NY,10016,JANE HSU,212-685-4366,212-696-1009,"0K,01,02,03,04,05,SE",MANHATTAN,"210 EAST  33 STREET, NY, 10016","210 E 33rd St, New York, NY 10016, USA",40.74449660000001,-73.9776384
05M123      ,M,1,M123,P.S. 123 MAHALIA JACKSON,K-8,1,5,5,301 WEST 140 STREET,NY,10030,BEVERLY LEWIS,212-690-5925,212-690-5930,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"301 WEST 140 STREET, NY, 10030","301 W 140th St, New York, NY 10030, USA",40.8203373,-73.9443402
02M124      ,M,1,M124,P.S. 124 YUNG WING,Elementary,1,2,2,40 DIVISION STREET,NY,10002,ALICE HOM,212-966-7237,212-219-3069,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"40 DIVISION STREET, NY, 10002","Confucius Plaza, 40 Division St, New York, NY 10002, USA",40.71437359999999,-73.9956409
05M125      ,M,1,M125,P.S. 125 RALPH BUNCHE,Elementary,1,5,5,425 WEST 123 STREET,NY,10027,RAFAELA ESPINAL PACHECO,212-666-6400,212-749-1291,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"425 WEST 123 STREET, NY, 10027","425 W 123rd St, New York, NY 10027, USA",40.810687,-73.95606099999999
02M126      ,M,1,M126,P.S. 126 JACOB AUGUST RIIS,K-8,1,2,2,80 CATHERINE STREET,NY,10038,JACQUELINE GETZ,212-962-2188,212-349-7342,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"80 CATHERINE STREET, NY, 10038","80 Catherine St, New York, NY 10038, USA",40.7105672,-73.9970098
06M128      ,M,1,M128,P.S. 128 AUDUBON,Elementary,1,6,6,560 WEST 169 STREET,NY,10032,Rosa Argelia Arredondo,212-927-0607,212-781-8002,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"560 WEST 169 STREET, NY, 10032","560 W 169th St, New York, NY 10032, USA",40.8409822,-73.9387394
05M129      ,M,1,M129,P.S. 129 JOHN H. FINLEY,K-8,1,5,5,425 WEST 130 STREET,NY,10027,ODELPHIA PIERRE,212-690-5932,212-690-5934,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"425 WEST 130 STREET, NY, 10027","425 W 130th St, New York, NY 10027, USA",40.8150175,-73.9521927
02M130      ,M,1,M130,P.S. 130 HERNANDO DE SOTO,Elementary,1,2,2,143 BAXTER STREET,NY,10013,LILY WOO,212-226-8072,212-431-5524,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"143 BAXTER STREET, NY, 10013","P.S. 130 Hernando De Soto, 143 Baxter St, New York, NY 10013, USA",40.7188532,-73.9982914
02M131      ,M,1,M131,M.S. 131,Junior High-Intermediate-Middle,1,2,2,100 HESTER STREET,NY,10002,PHYLLIS TAM,212-219-1204,212-925-6386,"06,07,08,SE",MANHATTAN,"100 HESTER STREET, NY, 10002","100 Hester St, New York, NY 10002, USA",40.7161943,-73.9933849
06M132      ,M,1,M132,P.S. 132 JUAN PABLO DUARTE,Elementary,1,6,6,185 WADSWORTH AVENUE,NY,10033,XIOMARA NOVA,212-927-7857,212-568-8163,"0K,01,02,03,04,05,SE",MANHATTAN,"185 WADSWORTH AVENUE, NY, 10033","185 Wadsworth Ave, New York, NY 10033, USA",40.8505665,-73.9339155
05M133      ,M,1,M133,P.S. 133 FRED R MOORE,Elementary,1,5,5,2121 5 AVENUE,NY,10037,SUSAN M. VAIRO,212-690-5936,212-690-5939,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"2121 5 AVENUE, NY, 10037","2121 5th Ave, New York, NY 10037, USA",40.8098605,-73.9392692
01M134      ,M,1,M134,P.S. 134 HENRIETTA SZOLD,Elementary,1,1,1,293 EAST BROADWAY,NY,10002,LORETTA CAPUTO,212-673-4470,212-475-6142,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"293 EAST BROADWAY, NY, 10002","293 E Broadway, New York, NY 10002, USA",40.7142834,-73.982957
01M137      ,M,1,M137,P.S. 137 JOHN L. BERNSTEIN,Elementary,1,1,1,293 EAST BROADWAY,NY,10002,MELISSA RODRIGUEZ,646-602-2140,646-602-2146,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"293 EAST BROADWAY, NY, 10002","293 E Broadway, New York, NY 10002, USA",40.7142834,-73.982957
01M140      ,M,1,M140,P.S. 140 NATHAN STRAUS,K-8,1,1,1,123 RIDGE STREET,NY,10002,ESTEBAN BARRIENTOS,212-677-4680,212-677-3907,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"123 RIDGE STREET, NY, 10002","123 Ridge St, New York, NY 10002, USA",40.7191282,-73.9832826
01M142      ,M,1,M142,P.S. 142 AMALIA CASTRO,Elementary,1,1,1,100 ATTORNEY STREET,NY,10002,RHONDA LEVY,212-598-3800,212-598-3810,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"100 ATTORNEY STREET, NY, 10002","100 Attorney St, New York, NY 10002, USA",40.7182566,-73.98401299999999
06M143      ,M,1,M143,J.H.S. 143 ELEANOR ROOSEVELT,Junior High-Intermediate-Middle,1,6,6,511 WEST 182ND STREET,NY,10033,OURANIA PAPPAS,212-927-7739,212-781-5539,"06,07,08,SE",MANHATTAN,"511 WEST 182ND STREET, NY, 10033","511 W 182nd St, New York, NY 10033, USA",40.8490987,-73.9311063
03M145      ,M,1,M145,"P.S. 145, THE BLOOMINGDALE SCHOOL",Elementary,1,3,3,150 WEST 105 STREET,NY,10025,IVELISSE ALVAREZ,212-678-2857,212-222-4610,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"150 WEST 105 STREET, NY, 10025","150 W 105th St, New York, NY 10025, USA",40.7990784,-73.965096
04M146      ,M,1,M146,P.S. 146 ANN M. SHORT,Elementary,1,4,4,421 EAST 106 STREET,NY,10029,MONA SILFEN,212-860-5877,212-860-6078,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"421 EAST 106 STREET, NY, 10029","421 E 106th St, New York, NY 10029, USA",40.78919,-73.9378835
03M149      ,M,1,M149,P.S. 149 SOJOURNER TRUTH,K-8,1,3,3,41 WEST 117 STREET,NY,10026,Kayrol Burgess Harper,646-672-9020,646-672-9302,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"41 WEST 117 STREET, NY, 10026","41 W 117th St, New York, NY 10026, USA",40.802645,-73.9481517
02M150      ,M,1,M150,P.S. 150,Elementary,1,2,2,334 GREENWICH STREET,NY,10013,Maggie Siena,212-732-4392,212-766-5895,"PK,0K,01,02,03,04,05",MANHATTAN,"334 GREENWICH STREET, NY, 10013","334 Greenwich St, New York, NY 10013, USA",40.7180827,-74.010942
06M152      ,M,1,M152,P.S. 152 DYCKMAN VALLEY,Elementary,1,6,6,93 NAGLE AVENUE,NY,10040,JULIA PIETRI,212-567-5456,212-942-6319,"0K,01,02,03,04,05,SE",MANHATTAN,"93 NAGLE AVENUE, NY, 10040","93 Nagle Ave, New York, NY 10040, USA",40.8601407,-73.92757780000001
06M153      ,M,1,M153,P.S. 153 ADAM CLAYTON POWELL,Elementary,1,6,6,1750 AMSTERDAM AVENUE,NY,10031,KAREN BAILEY,212-927-8611,212-234-4616,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"1750 AMSTERDAM AVENUE, NY, 10031","1750 Amsterdam Ave, New York, NY 10031, USA",40.8266666,-73.94764649999999
05M154      ,M,1,M154,P.S. 154 HARRIET TUBMAN,Elementary,1,5,5,250 WEST 127 STREET,NY,10027,ELIZABETH JARRETT,212-864-2400,212-864-3933,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"250 WEST 127 STREET, NY, 10027","250 W 127th St, New York, NY 10027, USA",40.8106338,-73.9487487
04M155      ,M,1,M155,P.S. 155 WILLIAM PACA,Elementary,1,4,4,319 EAST 117 STREET,NY,10035,LILLIAN RAIMUNDI ORTIZ,212-860-5885,212-828-3587,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"319 EAST 117 STREET, NY, 10035","319 E 117th St, New York, NY 10035, USA",40.7975709,-73.93607399999999
02M158      ,M,1,M158,P.S. 158 BAYARD TAYLOR,Elementary,1,2,2,1458 YORK AVENUE,NY,10075,Darryl Alhadeff,212-744-6562,212-772-8424,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"1458 YORK AVENUE, NY, 10075","1458 York Ave, New York, NY 10075, USA",40.770261,-73.9509131
05M161      ,M,1,M161,P.S. 161 PEDRO ALBIZU CAMPOS,K-8,1,5,5,499 WEST 133 STREET,NY,10027,BARBARA FREEMAN,212-690-5945,917-507-0524,"0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"499 WEST 133 STREET, NY, 10027","499 W 133rd St, New York, NY 10027, USA",40.81775520000001,-73.9524683
03M163      ,M,1,M163,P.S. 163 ALFRED E. SMITH,Elementary,1,3,3,163 WEST  97 STREET,NY,10025,VIRGINIA PEPE,212-678-2854,212-678-2856,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"163 WEST  97 STREET, NY, 10025","163 W 97th St, New York, NY 10025, USA",40.7948887,-73.9684479
03M165      ,M,1,M165,P.S. 165 ROBERT E. SIMON,K-8,1,3,3,234 WEST 109 STREET,NY,10025,Brett Gallini,212-678-2873,212-222-6700,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"234 WEST 109 STREET, NY, 10025","234 W 109th St, New York, NY 10025, USA",40.8026474,-73.9660602
03M166      ,M,1,M166,P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AN,Elementary,1,3,3,132 WEST  89 STREET,NY,10024,Debbie J. Hand,212-678-2829,212-579-4542,"0K,01,02,03,04,05,SE",MANHATTAN,"132 WEST  89 STREET, NY, 10024","132 W 89th St, New York, NY 10024, USA",40.788883,-73.9724552
02M167      ,M,1,M167,J.H.S. 167 ROBERT F. WAGNER,Junior High-Intermediate-Middle,1,2,2,220 EAST  76 STREET,NY,10021,JENNIFER REHN,212-535-8610,212-472-9385,"06,07,08,SE",MANHATTAN,"220 EAST  76 STREET, NY, 10021","220 E 76th St, New York, NY 10021, USA",40.7718269,-73.95794029999999
75M169      ,M,1,M169,P.S. M169 - ROBERT F. KENNEDY,K-12 all grades,1,2,75,110 EAST  88 STREET,NY,10128,SUSAN FINN,212-348-6140,212-996-8245,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",MANHATTAN,"110 EAST  88 STREET, NY, 10128","110 E 88th St, New York, NY 10128, USA",40.7808828,-73.95565959999999
04M171      ,M,1,M171,P.S. 171 PATRICK HENRY,K-8,1,4,4,19 EAST 103 STREET,NY,10029,DIMITRES PANTELIDIS,212-860-5801,212-860-6079,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"19 EAST 103 STREET, NY, 10029","19 E 103rd St, New York, NY 10029, USA",40.7923184,-73.951458
06M173      ,M,1,M173,P.S. 173,Elementary,1,6,6,306 FORT WASHINGTON AVENUE,NY,10033,DAWN BOURSIQUOT,212-927-7850,212-740-0905,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"306 FORT WASHINGTON AVENUE, NY, 10033","306 Fort Washington Ave, New York, NY 10033, USA",40.8455807,-73.9394149
05M175      ,M,1,M175,P.S. 175 HENRY H GARNET,Elementary,1,5,5,175 WEST 134 STREET,NY,10030,CHERYL MCCLENDON,212-283-0426,212-286-6319,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"175 WEST 134 STREET, NY, 10030","175 W 134th St, New York, NY 10030, USA",40.8140154,-73.9421576
06M178      ,M,1,M178,PROFFESOR JUAN BOSCH PUBLIC SCHOOL,Early Childhood,1,6,6,12-18 ELLWOOD STREET,NY,10040,DEIRDRE BUDD,212-569-0327,212-569-0389,"0K,01,02,SE",MANHATTAN,"12-18 ELLWOOD STREET, NY, 10040","12 Ellwood St, New York, NY 10040, USA",40.859308,-73.9282207
03M180      ,M,1,M180,P.S. 180 HUGO NEWMAN,K-8,1,3,3,370 WEST 120 STREET,NY,10027,PETER MCFARLANE,212-678-2849,212-665-1572,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"370 WEST 120 STREET, NY, 10027","370 W 120th St, New York, NY 10027, USA",40.8076245,-73.95604999999999
04M182      ,M,1,M182,THE BILINGUAL BICULTURAL SCHOOL,Elementary,1,4,4,219 EAST 109 STREET,NY,10029,ANDREA HERNANDEZ,212-860-6031,212-860-4536,"0K,01,02,03,04,05",MANHATTAN,"219 EAST 109 STREET, NY, 10029","219 E 109th St, New York, NY 10029, USA",40.7931298,-73.9418125
02M183      ,M,1,M183,P.S. 183 ROBERT L. STEVENSON,Elementary,1,2,2,419 EAST  66 STREET,NY,10065,Tara Napoleoni,212-734-7719,212-861-8314,"0K,01,02,03,04,05,SE",MANHATTAN,"419 EAST  66 STREET, NY, 10065","419 E 66th St, New York, NY 10065, USA",40.7637531,-73.9578003
01M184      ,M,1,M184,P.S. 184M SHUANG WEN,K-8,1,1,1,327 CHERRY STREET,NY,10002,LING LING CHOU,212-602-9700,212-602-9710,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"327 CHERRY STREET, NY, 10002","327 Cherry St, New York, NY 10002, USA",40.7114447,-73.98548939999999
03M185      ,M,1,M185,P.S. 185 JOHN M. LANGSTON,Early Childhood,1,3,3,20 WEST 112 STREET,NY,10026,JANE MURPHY,212-534-7490,212-831-8613,"PK,0K,01,02,SE",MANHATTAN,"20 WEST 112 STREET, NY, 10026","20 W 112th St, New York, NY 10026, USA",40.7984949,-73.9498493
06M187      ,M,1,M187,P.S. 187 HUDSON CLIFFS,K-8,1,6,6,349 CABRINI BOULEVARD,NY,10040,Ms. Cynthia Chory,212-927-8218,212-795-9119,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"349 CABRINI BOULEVARD, NY, 10040","349 Cabrini Blvd, New York, NY 10040, USA",40.8560964,-73.93703839999999
01M188      ,M,1,M188,P.S. 188 THE ISLAND SCHOOL,K-8,1,1,1,442 EAST HOUSTON STREET,NY,10002,MARY PREE,212-677-5710,212-228-3007,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"442 EAST HOUSTON STREET, NY, 10002","442 E Houston St, New York, NY 10002, USA",40.7198989,-73.9773555
06M189      ,M,1,M189,P.S. 189,Elementary,1,6,6,2580 AMSTERDAM AVENUE,NY,10040,THERESA LUGER,212-927-8303,212-928-7733,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"2580 AMSTERDAM AVENUE, NY, 10040","2580 Amsterdam Ave, New York, NY 10040, USA",40.8531056,-73.9279452
03M191      ,M,1,M191,P.S. 191 AMSTERDAM,Elementary,1,3,3,210 WEST  61 STREET,NY,10023,MARIA VERDESOTO,212-757-4343,212-757-1022,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"210 WEST  61 STREET, NY, 10023","210 W 61st St, New York, NY 10023, USA",40.7719115,-73.9876838
06M192      ,M,1,M192,P.S. 192 JACOB H. SCHIFF,Elementary,1,6,6,500 WEST 138 STREET,NY,10031,Deborah Schaefer,212-281-8395,212-862-7129,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"500 WEST 138 STREET, NY, 10031","500 W 138th St, New York, NY 10031, USA",40.8210016,-73.9533407
05M194      ,M,1,M194,P.S. 194 COUNTEE CULLEN,Elementary,1,5,5,244 WEST 144 STREET,NY,10030,Charyn Koppelson Cleary,212-690-5954,212-862-5743,"0K,01,02,03,04,05,SE",MANHATTAN,"244 WEST 144 STREET, NY, 10030","244 W 144th St, New York, NY 10030, USA",40.8212338,-73.9406204
05M195      ,M,1,M195,I.S. 195 ROBERTO CLEMENTE,Junior High-Intermediate-Middle,1,5,5,625 WEST 133 STREET,NY,10027,ROSARIE JEAN,212-690-5848,212-690-5999,"06,07,08,SE",MANHATTAN,"625 WEST 133 STREET, NY, 10027","625 W 133rd St, New York, NY 10027, USA",40.81970159999999,-73.9567465
05M197      ,M,1,M197,P.S. 197 JOHN B. RUSSWURM,Elementary,1,5,5,2230 5 AVENUE,NY,10037,RENARDO WRIGHT,212-690-5960,212-690-5959,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"2230 5 AVENUE, NY, 10037","2230 5th Ave, New York, NY 10037, USA",40.8133503,-73.9377732
02M198      ,M,1,M198,P.S. 198 ISADOR E. IDA STRAUS,Elementary,1,2,2,1700 3 AVENUE,NY,10128,SHARON JEFFREY ROEBUCK,212-289-3702,212-410-1731,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"1700 3 AVENUE, NY, 10128","1700 3rd Ave, New York, NY 10128, USA",40.785013,-73.94998850000002
03M199      ,M,1,M199,P.S. 199 JESSIE ISADOR STRAUS,Elementary,1,3,3,270 WEST  70 STREET,NY,10023,KATY ROSEN,212-799-1033,212-799-1179,"0K,01,02,03,04,05,SE",MANHATTAN,"270 WEST  70 STREET, NY, 10023","270 W 70th St, New York, NY 10023, USA",40.7771093,-73.98380639999999
05M200      ,M,1,M200,P.S. 200- THE JAMES MCCUNE SMITH SCHOOL,Elementary,1,5,5,2589 7 AVENUE,NY,10039,Renee Y. Belton,212-491-6636,212-491-6925,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"2589 7 AVENUE, NY, 10039","2589 Adam Clayton Powell Jr Blvd, New York, NY 10039, USA",40.823733,-73.9357066
04M206      ,M,1,M206,P.S. 206 JOSE CELSO BARBOSA,Elementary,1,4,4,508 EAST 120 STREET,NY,10035,MYRNA RODRIGUEZ,212-860-5809,212-860-6080,"03,04,05,SE",MANHATTAN,"508 EAST 120 STREET, NY, 10035","508 E 120th St, New York, NY 10035, USA",40.7969061,-73.9299784
03M208      ,M,1,M208,P.S. 208 ALAIN L. LOCKE,Elementary,1,3,3,21 WEST 111 STREET,NY,10026,Susan M. Green,212-534-9580,212-534-8227,"03,04,05,SE",MANHATTAN,"21 WEST 111 STREET, NY, 10026","21 W 111th St, New York, NY 10026, USA",40.7983413,-73.9504528
02M212      ,M,1,M212,P.S. 212 MIDTOWN WEST,Elementary,1,2,2,328 WEST  48 STREET,NY,10036,DEAN KETCHUM,212-247-0208,212-757-4933,"0K,01,02,03,04,05,SE",MANHATTAN,"328 WEST  48 STREET, NY, 10036","328 W 48th St, New York, NY 10036, USA",40.761226,-73.9886092
02M217      ,M,1,M217,P.S./I.S. 217 ROOSEVELT ISLAND,K-8,1,2,2,645 MAIN STREET,NY,10044,MANDANA BECKMAN,212-980-0294,212-980-1192,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"645 MAIN STREET, NY, 10044","645 Main St, New York, NY 10044, USA",40.764146,-73.9483885
06M218      ,M,1,M218,I.S. 218 SALOME URENA,Junior High-Intermediate-Middle,1,6,6,4600 BROADWAY,NY,10040,JUNE BARNETT,212-567-2322,212-569-7221,"06,07,08,SE",MANHATTAN,"4600 BROADWAY, NY, 10040","4600 Broadway, New York, NY 10040, USA",40.8608344,-73.9300119
06M223      ,M,1,M223,THE MOTT HALL SCHOOL,Junior High-Intermediate-Middle,1,6,6,71-111 CONVENT AVE,NY,10027,CYNTHIA ARNDT,212-281-5028,212-491-3451,"06,07,08,SE",MANHATTAN,"71-111 CONVENT AVE, NY, 10027","71 Convent Ave, New York, NY 10027, USA",40.81577679999999,-73.95265189999999
04M224      ,M,1,M224,M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMIC,Junior High-Intermediate-Middle,1,4,4,410 EAST 100 STREET,NY,10029,Liliana Sarro,212-860-6047,212-410-0678,"06,07,08,SE",MANHATTAN,"410 EAST 100 STREET, NY, 10029","410 E 100th St, New York, NY 10029, USA",40.7851753,-73.9424573
02M225      ,M,1,M225,ELLA BAKER SCHOOL,K-8,1,2,2,317 EAST  67 STREET,NY,10065,LAURA GARCIA,212-717-8809,212-717-8807,"PK,0K,01,02,03,04,05,06,07,08",MANHATTAN,"317 EAST  67 STREET, NY, 10065","317 E 67th St, New York, NY 10065, USA",40.7653683,-73.9596962
75M226      ,M,1,M226,P.S. M226,K-12 all grades,1,2,75,345 EAST  15TH STREET,NY,10003,DANIA CHEDDIE,212-477-5017,212-477-5164,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",MANHATTAN,"345 EAST  15TH STREET, NY, 10003","345 E 15th St, New York, NY 10003, USA",40.732689,-73.98258969999999
02M234      ,M,1,M234,P.S. 234 INDEPENDENCE SCHOOL,Elementary,1,2,2,292 GREENWICH STREET,NY,10007,LISA RIPPERGER,212-233-6034,212-374-1719,"0K,01,02,03,04,05,SE",MANHATTAN,"292 GREENWICH STREET, NY, 10007","292 Greenwich St, New York, NY 10007, USA",40.7160283,-74.01160469999999
03M241      ,M,1,M241,P.S. 241 FAMILY ACADEMY,K-8,1,3,3,240 WEST 113 STREET,NY,10026,DIANA DIAZ,212-678-2898,212-678-2975,"0K,01,02,03,04,05,08,SE",MANHATTAN,"240 WEST 113 STREET, NY, 10026","240 W 113th St, New York, NY 10026, USA",40.8016724,-73.95540710000002
03M242      ,M,1,M242,P.S. M242 -  GWENDOLYN POWELL BROWN COMPUTER SCHOO,Elementary,1,3,3,134 WEST 122 STREET,NY,10027,DENISE GOMEZ,212-678-2908,212-678-2927,"0K,01,02,03,04,05,SE",MANHATTAN,"134 WEST 122 STREET, NY, 10027","134 W 122nd St, New York, NY 10027, USA",40.8063157,-73.9487487
03M245      ,M,1,M245,M.S. M245 THE COMPUTER SCHOOL,Junior High-Intermediate-Middle,1,3,3,100 WEST  77 STREET,NY,10024,HENRY ZYMECK,917-441-0873,212-678-5908,"06,07,08,SE",MANHATTAN,"100 WEST  77 STREET, NY, 10024","100 W 77th St, New York, NY 10024, USA",40.7810978,-73.97809649999999
03M247      ,M,1,M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,Junior High-Intermediate-Middle,1,3,3,32 WEST  92 STREET,NY,10025,CLAUDIA AGUIRRE,212-799-2653,212-579-2407,"06,07,08,SE",MANHATTAN,"32 WEST  92 STREET, NY, 10025","32 W 92nd St, New York, NY 10025, USA",40.7894371,-73.9680806
03M250      ,M,1,M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,Junior High-Intermediate-Middle,1,3,3,735 WEST END AVENUE,NY,10025,JEANNE ROTUNDA,212-866-6313,212-678-5295,"06,07,08,SE",MANHATTAN,"735 WEST END AVENUE, NY, 10025","735 West End Ave, New York, NY 10025, USA",40.7952089,-73.9739578
02M255      ,M,1,M255,M.S. 255 SALK SCHOOL OF SCIENCE,Junior High-Intermediate-Middle,1,2,2,319 EAST 19 STREET,NY,10003,Rhonda Perry,212-614-8785,212-614-0095,"06,07,08,SE",MANHATTAN,"319 EAST 19 STREET, NY, 10003","319 E 19th St, New York, NY 10003, USA",40.735118,-73.9816969
03M256      ,M,1,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,Junior High-Intermediate-Middle,1,3,3,154 WEST  93 STREET,NY,10025,Jeffrey S. Perl,212-222-2857,212-531-0586,"06,07,08,SE",MANHATTAN,"154 WEST  93 STREET, NY, 10025","154 W 93rd St, New York, NY 10025, USA",40.7912562,-73.9711111
03M258      ,M,1,M258,M.S. 258 COMMUNITY ACTION SCHOOL,Junior High-Intermediate-Middle,1,3,3,154 WEST  93 STREET,NY,10025,JOHN CURRY,212-678-5888,212-961-1613,"06,07,08,SE",MANHATTAN,"154 WEST  93 STREET, NY, 10025","154 W 93rd St, New York, NY 10025, USA",40.7912562,-73.9711111
02M260      ,M,1,M260,M.S. 260 CLINTON SCHOOL WRITERS & ARTISTS,Junior High-Intermediate-Middle,1,2,2,425 WEST 33RD STREET,NY,10001,JOSEPH ANDERSON,212-695-9114,212-695-9611,"06,07,08,SE",MANHATTAN,"425 WEST 33RD STREET, NY, 10001","425 W 33rd St, New York, NY 10001, USA",40.7534006,-73.9979279
06M278      ,M,1,M278,P.S./I.S. 278,K-8,1,6,6,421 W 219TH ST,NY,10034,MAUREEN GUIDO,212-942-3440,,"0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"421 W 219TH ST, NY, 10034","421 W 219th St, New York, NY 10034, USA",40.8714909,-73.9122076
84M279,M,1,M279,THE OPPORTUNITY CHARTER SCHOOL,Secondary School,2,3,84,240 WEST 113 STREET,NY,10026,Marya Baker,212-866-6137,212-665-7436,"06,07,08,09,10,11,12,SE",MANHATTAN,"240 WEST 113 STREET, NY, 10026","240 W 113th St, New York, NY 10026, USA",40.8016724,-73.95540710000002
03M283      ,M,1,M283,MANHATTAN THEATRE LAB HIGH SCHOOL,High school,1,3,3,122 AMSTERDAM AVENUE,NY,10023,EVELYN COLLINS,212-362-2075,212-362-9031,"09,10,11,12,SE",MANHATTAN,"122 AMSTERDAM AVENUE, NY, 10023","122 Amsterdam Ave, New York, NY 10023, USA",40.7748463,-73.9856659
